Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,66.11000061035156,67.25,65.9800033569336,67.18000030517578,55.486595153808594,3055900
2018-01-03,67.45999908447266,68.97000122070312,67.41000366210938,68.61000061035156,56.667686462402344,4844000
2018-01-04,68.66000366210938,69.05999755859375,68.4000015258789,68.68000030517578,56.72550964355469,3156400
2018-01-05,68.87000274658203,69.45999908447266,68.51000213623047,69.33999633789062,57.27064514160156,3512300
2018-01-08,69.06999969482422,69.68000030517578,69.01000213623047,69.38999938964844,57.31193542480469,3212600
2018-01-09,69.38999938964844,69.55000305175781,68.91000366210938,69.0,56.98980712890625,2980300
2018-01-10,68.79000091552734,69.62999725341797,68.44999694824219,69.51000213623047,57.411041259765625,2719400
2018-01-11,69.72000122070312,70.43000030517578,69.3499984741211,70.25,58.022239685058594,2494500
2018-01-12,70.47000122070312,71.5,70.47000122070312,71.41999816894531,58.98858642578125,2628200
2018-01-16,71.5999984741211,71.83000183105469,70.61000061035156,70.77999877929688,58.459991455078125,4401500
2018-01-17,71.11000061035156,72.4800033569336,70.91999816894531,71.9800033569336,59.45111083984375,3489700
2018-01-18,71.77999877929688,72.5199966430664,71.16000366210938,71.48999786376953,59.046390533447266,3610600
2018-01-19,71.66000366210938,72.02999877929688,71.08999633789062,71.88999938964844,59.37678146362305,3894300
2018-01-22,72.04000091552734,73.19999694824219,71.72000122070312,73.16000366210938,60.425724029541016,4365700
2018-01-23,73.30999755859375,73.5,72.63999938964844,73.12000274658203,60.39268493652344,2852600
2018-01-24,73.37000274658203,73.52999877929688,71.29000091552734,71.58999633789062,59.128997802734375,3933900
2018-01-25,72.08000183105469,72.2300033569336,71.01000213623047,71.08000183105469,58.7077751159668,2894300
2018-01-26,71.29000091552734,72.0199966430664,71.19000244140625,71.73999786376953,59.25288009643555,3556100
2018-01-29,71.51000213623047,71.75,69.97000122070312,70.1500015258789,57.93965148925781,4153100
2018-01-30,69.05000305175781,69.58000183105469,67.80999755859375,69.12999725341797,57.09718322753906,4841700
2018-01-31,69.23999786376953,69.63999938964844,68.20999908447266,69.2699966430664,57.21281814575195,6425000
2018-02-01,69.7699966430664,70.48999786376953,67.12000274658203,68.69000244140625,56.73377227783203,6953500
2018-02-02,68.33000183105469,69.44999694824219,66.80999755859375,67.41000366210938,55.67655944824219,5035100
2018-02-05,66.08000183105469,67.44000244140625,63.22999954223633,64.58000183105469,53.33916091918945,5891600
2018-02-06,62.93000030517578,65.94000244140625,62.2599983215332,65.69000244140625,54.25595474243164,4615400
2018-02-07,66.95999908447266,67.63999938964844,64.94000244140625,65.08999633789062,53.760398864746094,5065000
2018-02-08,64.91000366210938,65.3499984741211,62.77000045776367,62.790000915527344,51.8607292175293,4379300
2018-02-09,63.45000076293945,64.58000183105469,61.459999084472656,63.84000015258789,52.727962493896484,4871400
2018-02-12,64.4800033569336,65.69999694824219,64.0199966430664,64.7699966430664,53.4960823059082,3423700
2018-02-13,64.66999816894531,66.4000015258789,64.29000091552734,66.08000183105469,54.57807159423828,3571000
2018-02-14,65.45999908447266,68.41999816894531,65.18000030517578,68.16000366210938,56.296016693115234,4690000
2018-02-15,68.16000366210938,68.81999969482422,66.87999725341797,67.80000305175781,55.99868392944336,4187200
2018-02-16,67.5999984741211,68.43000030517578,66.9800033569336,67.93000030517578,56.10606002807617,3301300
2018-02-20,67.44999694824219,67.88999938964844,65.83000183105469,66.25,55.09154510498047,3236000
